phrase,target
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor ",neutral
The acquisition is expected to take place by the end of August 2007 ,neutral
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation ",neutral
"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix ",neutral
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola ",neutral
"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe ",neutral
The capital structure of Solidium may be complemented by other financial instruments in the future ,neutral
"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets ",neutral
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 ",neutral
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic ",neutral
"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press ",neutral
Finnish food industry company L+Ã¯Â¿Â½nnen Tehtaat is planning changes to its fish product business ,neutral
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR ,neutral
Residents access to the block is planned to be from Aleksandri Street ,neutral
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights ,neutral
Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards ,neutral
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process ,neutral
Customers include hotels and restaurants as well as wholesalers and some retailers ,neutral
"In Finland , the five largest brands control 90 % of the beer market ",neutral
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share ",neutral
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+Ã¯Â¿Â½skyl+Ã¯Â¿Â½ , Oulu and Vaasa , and to polytechnics to be announced later ",neutral
"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities ",neutral
"The closing of the transaction is scheduled to take place on January 10 , 2008 ",neutral
The company said that the results of the third quarter do not include non-recurring items ,neutral
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US ",neutral
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan ",neutral
The expansion is to be finalized in the autumn of 2009 ,neutral
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 ",neutral
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades ,neutral
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % ",neutral
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong ,neutral
The value of the order is EUR 4mn ,neutral
The beers differ slightly from mainstream beers ,neutral
The size of a cider bottle will remain unchanged ,neutral
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary ,neutral
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy ",neutral
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages ",neutral
An EU law on the issue may be introduced around 2010 ,neutral
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 ",neutral
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 ",neutral
"Tieto 's service is also used to send , process and receive materials related to absentee voting ",neutral
The value of the three-year contract is estimated at EUR40m ,neutral
"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals ",neutral
"If Honkarakenne starts production there , it will need a partner for sawmill operations ",neutral
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . ',neutral
The order was valued at USD12 .2 m,neutral
"The interim report for the first quarter is published on May 8 , 2009 ",neutral
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real ",neutral
Marathon estimates the value of its remaining stake in Protalix at $ 27 million ,neutral
"industry in Asia +Ã¯Â¿Â½ Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia ",neutral
"Local government commissioner of +Ã¯Â¿Â½m+Ã¯Â¿Â½l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +Ã¯Â¿Â½m+Ã¯Â¿Â½l ",neutral
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson ",neutral
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State ,neutral
"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments ",neutral
No changes in media activity were seen in October compared with September ,neutral
Fancy Dans on the move FAB Glasgow gift and interiors store Fancy Dans is moving ,neutral
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab ",neutral
"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees ",neutral
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 ",neutral
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide ",neutral
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter ,neutral
"S Group 's loyal customer magazine Yhteishyv+Ã¯Â¿Â½ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers ",neutral
- Profit before taxes was EUR 105.9 82.7 million ,neutral
The number of customers is one of the most important parameters in determining the price of electricity networks ,neutral
"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year ",neutral
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders ",neutral
The increase range will vary up to 10 % ,neutral
The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir ,neutral
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention ,neutral
"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks ",neutral
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons ,neutral
Registration is required ,neutral
"U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom , an executive at Coscom told Interfax ",neutral
"Vehvilainen , who is currently the chief operating officer at Nokia Siemens Networks , will join Finnair on 5 January 2010 and take over as CEO effective 1 February 2010 ",neutral
ND = Not disclosed ,neutral
"The final price will be specified by 14 May 2010 , the acquiring company said ",neutral
Dragonfly Love is another video shot from start to finish using the Nokia N8 ,neutral
The profit after taxes was EUR 57.7 11.1 million ,neutral
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging ",neutral
The company will propose a dividend of EUR0 .12 per share for 2008 ,neutral
"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products ",neutral
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year ,neutral
"On preliminary estimate , the hotel will operate under the brand Novotel ",neutral
ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj ,neutral
"The sellers include 40 shareholders , including Intellibis management , employees and other investors ",neutral
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ",neutral
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 ",neutral
"The remaining amount will be funded through debt , the Danish bank said ",neutral
"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B ",neutral
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications ",neutral
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported ",neutral
